CM1	CM2	CM3	CP1	CP2	CP3	CP4	CP5	KM1	KM2	KM3	KP1	KP2	KP3	KP4	KP5	KP5.1
4430	4669	22140	14446	5001	6715	843	9440	1451	4831	19196	12137	4723	7436	927	7798	918	1256
64859	1322	3377	2491	3282	1089	3438	2157	757	882	1943	1187	2104	661	1556	1034	440	611
729254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8436	2	237	2150	29	6	4	83	5121	0	376	2988	26	4	6	178	3048	4128
23671	0	0	6	2	6	7	2	20	2	2	4	0	2	2	0	8	18
64002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927406	0	2	0	4	0	0	2	2	4	0	0	6	0	0	0	0	0
101927431	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
57181	8534	6670	1527	2251	14199	18337	4225	21036	7992	5120	1343	1469	10841	11070	3435	18740	23855
56171	14	64	16	21	20	65	169	631	38	37	19	8	26	92	337	598	982
9262	679	2447	847	2130	1456	4403	4879	1820	661	2183	816	1709	1349	2316	3929	1244	1594
57520	667	39	55	8	280	987	44	233	989	53	56	2	246	1143	31	210	254
101927482	2	18	18	0	0	56	13	0	0	4	6	0	0	14	6	0	2
284992	236	350	269	277	208	472	385	628	238	133	237	178	163	310	227	204	324
100130452	2	0	5	2	1	0	0	0	2	0	2	4	0	1	0	1	0
9330	3185	1945	3859	5392	4032	4355	4892	8611	3338	1940	4302	4533	4339	3764	3327	6851	8718
401027	0	2	0	1	8	0	2	6	2	8	8	11	4	8	6	14	24
80055	789	2619	1491	1391	2245	1138	1160	5790	918	2655	1969	1278	2209	977	947	3808	5586
91526	107	88	313	128	589	59	80	511	232	100	534	135	1117	84	120	410	449
101927547	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
23451	16486	23203	29209	17678	23725	29549	36200	31626	15808	20379	29552	13307	21061	21233	29901	19430	26569
80219	2640	3109	5804	3665	3665	3116	3426	2383	3205	3132	6761	2995	3745	2993	2454	1502	2021
3329	65379	31776	117190	64062	64954	91200	91542	104957	59306	24988	107155	54416	76021	69583	56544	68712	92867
3336	3434	2890	6450	3027	3991	3953	5542	5372	3558	2465	6333	2567	3258	3083	4044	2803	2355
100529241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25843	2	4	16	0	0	9	3	4	0	14	8	4	3	10	11	6	2
130132	2	7	48	1	3	3	1	40	3	0	146	5	6	13	4	50	54
92935	1084	1037	3336	1437	1007	1690	1009	2273	959	922	3637	817	1023	1416	913	1241	1803
66037	13	0	14	1	0	13	0	11	16	3	33	4	0	8	8	12	8
5334	22	20	771	2	2	21	0	24	66	37	1699	2	2	33	2	22	27
101927619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23314	746	522	3538	1728	2470	652	151	468	1261	852	6134	2172	4009	725	112	474	751
150538	6	0	13	53	19	0	0	0	3	0	10	61	10	4	0	0	0
101927641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348751	2	0	0	178	56	99	1	331	9	10	1	183	58	84	0	201	204
205327	2401	3136	3029	2972	4063	4210	2382	4569	2648	1820	2958	2323	3578	2932	2169	2456	3452
129450	861	1441	1325	1634	998	1085	1633	1324	944	1060	1322	1279	770	786	1064	818	1083
79568	1753	1646	3060	2960	1003	2221	1928	2944	1702	1542	3135	2293	884	1704	1471	1872	2115
26010	28088	22074	13070	23376	23718	13327	35148	18770	27932	30465	12428	17302	16543	7423	33502	8706	10233
130535	1205	869	589	1018	1064	1613	1044	1479	1456	876	1002	1248	1294	1785	983	1733	2198
151246	2719	5986	1870	2795	5951	4608	3938	4853	2831	2848	1788	2302	5257	3547	3609	2625	3765
316	54	146	16	442	340	120	27	18	64	42	42	308	386	46	14	6	0
344454	0	0	20	6	0	6	0	0	0	0	4	6	0	10	1	0	0
100507140	0	0	7	19	0	21	0	6	0	0	5	14	0	5	4	1	2
101927795	1	4	1	4	2	12	0	2	3	8	5	5	5	24	2	3	2
9689	17920	32123	33027	36351	19614	55098	38389	25780	16472	25539	29147	24098	20088	34485	29202	13893	19349
100873740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1195	1265	1687	3130	2841	1218	2489	2738	2767	1458	2095	3526	2654	922	2218	2802	1616	2024
53938	1104	1923	1527	1274	602	1909	1773	2501	1143	1406	1454	1089	414	1467	1347	1352	1407
60491	2289	2305	2558	2095	1996	2410	2841	2060	2285	1935	2702	1529	1451	2151	2282	1430	1918
4999	2072	2747	4242	3310	3010	4511	4512	5342	2302	2129	4101	2676	3076	3292	4458	3677	4549
285172	2339	1916	3481	2163	1122	4109	2557	4382	2080	1693	3633	1486	886	2968	2402	2569	3700
4709	2958	3104	6884	3607	2164	4975	4626	5774	3230	2451	7774	3191	1576	4420	3861	3718	3114
8837	5323	1612	2140	6729	1694	6110	5226	4238	5325	2042	3209	6191	1756	4491	5205	2651	2911
65072	42	0	1	43	0	19	1	13	13	0	4	38	1	6	2	8	1
843	1024	606	2	1354	14	8	979	1797	1324	944	6	1198	12	24	1242	860	1133
841	1944	2272	182	2134	2542	4785	4355	4967	2538	2213	154	2086	2293	3607	3735	3078	4238
130540	16	19	20	16	23	13	14	18	29	17	18	6	0	12	36	13	16
66008	5211	5959	5546	4180	7339	6652	5243	5547	4964	4366	6029	3772	7727	4946	4041	4027	5173
55437	2901	1753	953	1720	3171	2970	1460	4384	2561	1154	1242	1631	2317	2291	1186	2766	3587
151254	2	4	0	2	2	0	0	6	8	2	2	2	0	0	1	10	4
65062	2414	4015	2077	2032	3581	3081	2759	5370	2508	2614	1788	1405	2582	1811	2157	3262	4345
58538	2	2	0	6	0	16	0	4	9	0	5	3	0	4	11	0	4
57679	2738	2810	2466	2979	6427	5750	3371	5314	2546	2633	2407	2238	6484	3857	3345	3864	5315
105373840	2	2	2	1	7	9	13	4	8	0	2	0	2	4	3	0	0
65061	16	0	0	8	1545	10	4	0	4	0	0	2	1004	0	0	0	0
8324	2367	1566	6	1023	7996	1304	972	1476	2736	1525	4	788	11866	646	1169	1480	1833
100652824	28	4	2	2	4	0	6	2	14	0	2	2	3	0	1	4	0
7341	12637	11512	8727	14950	14511	14545	17313	18003	14808	9901	9065	12583	13032	11869	13592	13756	14642
51602	8497	7481	13855	9993	12220	13512	14022	14344	7373	5871	10463	8032	10806	10304	9374	7930	8991
692110	0	0	0	2	0	4	1	3	0	1	4	1	0	0	0	2	4
100113392	1	2	1	0	0	1	2	5	5	1	6	0	1	0	0	2	2
692058	6	2	9	7	1	4	10	0	1	6	5	0	7	11	10	6	2
659	8650	9702	4287	3917	15186	6968	5861	4346	10170	8885	6618	3697	17934	5701	6380	4593	5521
150864	523	581	966	213	1059	276	794	1246	753	668	1594	182	1735	316	1052	1349	1658
130026	590	155	332	54	743	193	47	675	469	134	335	73	700	155	64	351	373
55759	2435	2651	7025	2823	4718	3781	5657	6570	1032	855	3093	909	1509	1282	2217	1469	1785
79800	256	270	134	220	666	271	213	331	245	151	197	245	491	235	216	265	469
65065	2104	2403	1837	2665	1794	2473	3239	3654	2594	2338	2599	2771	2388	2789	3160	3646	5708
57404	595	997	1993	1788	2027	1830	2032	2169	680	1190	2473	1677	2499	1634	1667	1556	2193
10152	8193	6175	5529	6898	7973	6708	6544	11610	6749	4344	5905	4454	5831	4604	4738	7403	9111
65059	2274	3423	1418	3034	2962	2414	9535	5427	1755	2550	1511	1852	2026	1656	5691	2218	2838
940	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	4	4
1493	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	89	91
29851	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
117583	219	394	175	584	102	45	177	43	323	534	306	692	128	101	315	20	21
8828	12223	4891	1298	78	806	8	21389	874	13313	4514	1264	32	532	10	15563	285	393
54891	1405	1952	2317	3254	1797	2419	3256	1540	1540	1624	2993	2585	1677	1955	2657	1030	1402
100329109	120	272	374	85	340	254	196	326	137	259	667	119	457	240	184	280	427
4719	8801	11350	14913	9610	13213	12469	15815	14305	9270	8402	16534	7494	12734	9915	12675	9839	13715
1933	17642	27857	29149	27890	20976	29765	53576	30993	17726	20500	28634	23982	19852	26967	36292	23392	25721
26798	4	3	15	9	14	4	14	10	0	3	5	8	5	1	5	9	10
619569	6	11	38	20	6	11	20	19	13	8	39	10	0	12	7	16	25
2825	66	824	6	1638	4	8	653	388	67	473	20	1384	0	0	429	130	102
101669764	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
57683	2	577	829	1059	652	1146	5	18	0	571	1424	1328	832	1619	0	2	2
8745	40	4285	0	6	22	4	533	73	6	2883	0	4	51	13	547	43	48
200726	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
391475	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
130752	33	37	8	4	41	59	304	179	35	22	12	4	42	24	261	154	173
22868	1750	2489	2333	2254	1694	2474	5206	2436	2848	3291	2717	2876	2753	3183	5214	3127	4669
100422993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100423002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130749	13	4	34	7	2	37	4	39	12	8	43	4	7	35	6	23	48
8609	692	3473	1769	670	1169	423	3372	32	1439	3474	3317	1343	1602	681	3418	4	5
100423036	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
102465835	0	1	3	0	2	0	1	0	0	3	12	6	0	5	0	0	0
101927865	8	5	2	16	1	14	13	6	15	1	5	5	0	9	8	0	0
100302130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1385	3592	4311	2838	4794	2816	4785	5888	4357	3477	3863	3213	3623	2632	3802	5407	3308	4062
151194	1578	900	2222	2004	1551	2484	1237	1067	1285	637	2242	1712	1157	1546	912	534	487
151195	8621	3707	5403	4147	4452	19745	2711	2349	5431	2843	3958	3107	2856	9166	1915	1008	908
100616361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7855	3110	6453	9650	559	1478	1471	3575	1300	4347	8261	13683	598	1765	1499	3754	1419	2117
389072	571	597	1118	751	447	624	774	844	727	653	1719	831	463	599	805	852	1245
100507443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1420	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1418	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
389073	0	0	2	0	0	2	0	2	0	0	2	0	0	0	2	0	0
3417	16985	16153	15868	9070	11509	10515	34407	10417	23523	19931	22513	10743	14673	12527	38175	10684	14361
100507475	12	56	57	94	63	145	118	150	49	32	126	79	53	159	111	188	75
200576	3505	5576	4703	3679	10143	4532	5336	7016	4382	5049	5855	3693	10362	3963	4569	6236	9083
5746	0	0	6	2	0	6	36	0	2	0	0	0	0	0	92	0	0
4133	226	366	10823	666	5925	489	1069	266	236	338	11778	500	6893	295	877	134	185
285175	4	6	1948	2	32	2	2	20	2	0	2638	0	45	4	0	0	0
6120	4228	4149	4598	5052	4019	5459	5368	5504	4940	3791	5010	4411	4603	5018	4775	3931	5074
151050	157	874	495	589	359	176	246	315	218	741	708	536	598	196	248	295	405
101928020	6	4	6	24	1	0	3	3	8	4	13	10	3	1	2	2	1
33	2	129	6	2	0	2	19	0	0	18	2	2	0	2	2	0	0
4632	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0
102724820	6	1	0	4	1	3	4	4	0	0	0	0	4	4	11	3	6
10314	4133	6920	3305	4431	7097	5450	6968	9163	3343	3856	3842	3087	4557	3370	5258	6312	8179
1373	6	42	6	120	64	14	1085	2150	14	97	14	126	144	18	1333	3961	5712
29034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2066	6	202	626	0	9	0	36	0	7	66	578	0	14	2	19	0	0
100313771	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
100616267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22807	1692	4377	1117	730	46	2460	4088	1255	1682	4571	1375	419	16	1497	4149	548	764
100130451	17	0	11	6	0	0	0	6	11	4	10	2	0	2	0	11	17
79582	1093	1734	684	1343	870	761	1817	1158	1726	2208	1363	1505	1363	1053	2576	2077	1636
100616375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402117	0	2	0	5	0	0	2	0	0	2	0	2	0	0	2	0	0
100885780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	2231	1912	1197	1998	866	1616	3331	1755	2116	1519	1300	1795	780	1664	3127	987	1247
101928103	30	27	30	56	77	96	75	52	53	16	96	45	117	94	81	55	102
26154	12	1257	168	27	31	1308	2592	34	16	1047	218	41	16	1451	1757	23	23
471	9420	6421	20531	12497	10769	14464	14641	17813	10741	5688	17984	10910	13512	12449	11105	12695	15138
2335	682	6424	1405	3817	829	13195	9381	107	649	3655	5492	3787	756	11237	3339	90	243
102724849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646324	0	2	2	0	0	8	0	0	2	2	3	2	4	0	8	0	1
55686	1999	1732	2187	2658	2964	4159	2739	939	1730	1460	1922	1697	1612	2262	1916	359	570
55825	2034	273	711	407	1044	1274	585	1302	2364	278	991	366	1224	1130	437	1182	1470
92691	1811	4	65	8	97	54	15	79	1752	2	171	3	138	40	2	77	122
7520	29973	42964	41224	40369	41049	41697	50989	41726	24761	28089	37594	26252	35739	26909	35165	23354	30472
150967	444	666	219	308	938	554	513	811	389	278	221	251	509	332	351	613	597
57574	785	44	382	1308	148	7884	61	17	623	34	1085	2296	241	4753	31	0	10
50485	2189	2429	2330	3028	3346	3695	1563	3621	1985	1705	2436	1463	2352	2252	1265	1909	2603
6168	80886	89010	141795	116594	59269	116029	150945	126775	99046	84655	145376	98335	56710	99935	104019	97584	32992
101928232	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
3485	4032	1368	15744	6	5009	3674	78	1053	3736	2086	23674	4	5494	2995	79	847	828
3488	2654	303	29318	10	8	37	11	364	3179	666	192547	22	12	49	23	40	35
7141	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
101928327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729582	45	20	54	0	0	10	0	4	58	2	63	0	0	0	0	0	0
7145	27	269	1570	14	8	865	4	151	24	837	4640	32	10	2160	0	288	395
102465485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285180	6	0	0	45	7	0	0	2	24	0	0	42	3	0	2	0	4
3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3579	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	8
3577	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0
10109	26531	46776	28119	27921	21801	31748	32796	27427	26564	41952	26499	19089	19811	21790	28846	20460	18515
100189253	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0	0	0
151306	8	4	15	4	7	8	0	5	9	4	65	16	13	0	1	4	6
14	10397	9823	10709	11346	10164	12778	13254	11158	12112	9981	11305	9760	10720	11476	12103	9379	11242
25953	4951	4613	2693	7295	3051	3173	2746	4925	7801	7508	4071	8732	3360	3789	4375	5250	4217
64114	28784	25876	59	22365	7895	42943	39021	6898	29701	28217	62	18984	7719	27824	36597	5054	7091
102465256	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	1
103689911	2	0	0	1	6	3	4	8	0	2	0	3	7	13	2	0	1
102466197	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
375307	2	1	1	1	0	8	0	9	5	0	0	3	3	13	0	14	21
101928513	2	0	2	4	2	2	0	5	4	0	2	0	2	6	0	1	4
6556	20	72	158	50	21	49	24	68	22	24	241	32	21	66	27	46	40
58190	5823	6080	4764	8063	6176	9814	8772	5028	5254	6259	5372	6565	4399	8363	6821	3243	4004
407017	0	0	1	1	0	0	0	4	0	1	3	1	0	1	2	0	0
7429	1982	21	37495	84	0	2	0	342	2814	90	49841	157	6	8	2	6	12
57695	3393	3294	6547	3184	3663	3489	4163	4057	3325	2325	7235	2477	3076	2778	2847	2125	3369
9125	5985	7287	9564	5835	9161	8505	9472	7920	6417	5184	9069	4703	10124	6462	7207	5216	6379
84812	213	93	530	291	176	385	270	524	157	114	620	235	206	402	281	358	405
7701	1495	864	4582	3651	965	3479	2454	2459	1185	1285	4772	2962	1208	2740	2175	1647	2119
617	1035	435	3398	2388	482	3185	1621	3941	828	537	2668	1519	459	2268	1327	2269	2812
64320	1352	1319	2470	2254	1817	1393	1558	1697	1636	1377	2282	1996	1738	1434	1432	1236	1368
27148	781	701	822	521	1264	924	865	1562	728	765	1010	565	953	728	790	1495	2239
9654	2471	1906	3306	2665	3460	4966	3249	4367	2248	1467	2385	1770	2682	3171	3077	2213	3151
1593	20	65	6	5	230	8	2	6	22	98	14	18	342	13	6	7	3
53632	0	2	0	0	0	0	0	1	0	18	1	0	0	0	0	0	2
103504730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7475	22	16	0	0	54	328	3	4	24	48	2	1	38	1340	0	8	11
80326	5705	1616	152	281	36	5173	33	12	8507	5621	116	738	75	9243	40	22	17
101928537	9	2	3	2	0	3	0	6	11	8	1	4	3	2	0	2	0
8941	743	72	9552	322	130	100	2	35	1039	86	11857	625	299	131	4	4	0
151300	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
54738	0	0	1996	0	0	4	0	12	0	0	1630	0	0	2	0	0	0
1412	5	8	1756	0	0	4	0	20	0	0	1801	2	2	6	2	2	0
494324	0	0	1	0	0	2	2	0	0	0	3	0	0	0	0	0	0
100129175	0	0	205	0	0	0	0	3	2	0	389	2	0	0	0	0	0
255101	3	2	343	2	6	4	2	0	2	0	504	11	8	10	4	0	0
3549	1	6	3900	0	6	0	6	12	6	8	10449	4	2	0	0	5	2
100422957	0	0	54	1	0	0	0	1	0	0	102	0	0	0	0	0	0
79840	557	874	2109	615	1364	1305	1146	1322	629	760	2333	617	1729	1206	930	1256	1504
151295	82	70	93	34	68	36	42	55	128	18	83	30	40	33	32	24	23
27013	2903	3642	5768	3758	4478	4888	2697	3797	3999	3699	6025	3866	4533	4268	2730	3531	3542
79137	5955	8081	5398	5997	9687	4101	5402	6941	8125	7583	9885	6827	10934	5098	5889	9119	11361
130617	1334	1227	1580	1593	1160	1723	1172	996	1374	1160	1947	1261	1117	1423	961	625	707
10058	581	2455	8297	118	1825	1668	1721	1133	938	2287	8774	204	2116	2013	2379	1307	1493
79065	5988	5758	9285	4715	7913	6756	4560	7628	7134	5884	11661	4614	10396	6871	4706	7807	9764
55139	1419	1444	1718	1261	895	921	1813	2089	2023	1511	2113	1266	866	1018	1598	1885	2212
79411	428	333	175	225	436	277	350	333	499	212	270	262	361	208	292	419	400
8576	1386	1674	2009	1430	1359	1687	1884	1958	1757	1492	2806	1241	1077	1320	1612	1553	2059
7277	6520	4793	17495	9951	245	3787	2773	82	6774	4108	16574	10317	551	3277	1585	24	21
80086	6	0	14	4	0	0	1	0	4	2	12	1	0	1	2	3	0
3300	7725	4683	4798	3665	4472	5047	1495	1651	8499	6528	6173	4337	5611	4773	2212	2275	2365
5798	0	7	383	3	19	6	0	5	2	10	460	4	15	7	7	2	0
406944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
389075	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
23549	4897	3811	4989	3438	4328	3805	4508	3570	7144	4580	6114	3580	5593	3770	4917	3638	4842
1674	0	0	0	4	16	0	0	11	0	0	6	8	0	0	0	10	10
10290	164	203	168	14	30	8	24	213	298	369	359	13	114	6	29	478	482
100996693	72	22	141	7	43	14	16	36	84	39	268	7	45	26	33	122	119
29926	3742	2802	8559	3538	3801	3345	2219	2735	3437	2827	7937	3113	4144	3052	2016	2149	2227
55515	24	4	11	8	0	0	0	133	17	10	37	2	4	7	3	113	149
79586	1642	2098	7486	1696	636	1380	1537	1024	9348	9984	40593	8277	4230	8741	3426	11063	15647
130612	1051	1160	5782	78	1006	255	39	712	2248	1294	5977	744	2630	1226	70	2109	2715
100423039	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23363	5247	3327	3507	307	2038	2673	971	3705	6692	3733	6144	623	3539	4304	1500	6571	7747
3623	18	29	34	0	19	115	3	60	41	12	42	1	10	201	2	71	62
114790	1642	1822	1525	794	1893	1826	1659	1623	2115	2285	2171	644	2543	1711	2180	1905	2014
6508	160	278	162	165	696	235	135	592	118	325	352	142	858	275	86	999	1191
101928639	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
100422959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2043	610	1849	2415	4	72	905	3860	21816	673	2438	2348	12	126	1544	3039	32240	45918
5077	2	0	2	103	0	0	154	0	0	2	4	140	0	0	155	4	0
151278	0	0	0	2	0	0	18	0	0	0	0	2	0	0	12	0	0
130367	890	172	537	47	4	54	567	24	1416	186	1184	57	0	33	435	14	18
10056	6294	4950	14396	7241	5368	12772	8964	13986	4856	2610	11094	4807	4105	8135	5034	5499	6798
116255	0	0	2	2	0	0	10	0	0	0	2	0	0	0	6	4	0
2181	15777	23586	14459	13908	5770	16903	31380	14340	18817	24377	14322	13927	7569	17546	27514	14039	16996
23704	4	28	8	0	124	2	0	2	1	0	27	0	37	0	0	2	0
7857	324	130	214377	2	4222	1128	44	7416	327	48	319461	12	5554	1195	36	6597	6691
130340	3800	4644	4315	2669	4876	7041	5193	814	3880	5821	4631	2762	9417	4527	4453	471	531
57590	4772	5570	2446	4339	5136	4697	7455	2058	4087	4536	2895	2979	3774	2988	5929	1765	2457
65080	2936	3853	3516	2517	3383	3796	3278	3968	3278	3382	3636	2259	3347	3440	3042	3532	3783
5270	973	2814	3346	0	152	72	15886	231	703	1359	3467	10	198	85	8408	87	159
79843	2	11	0	0	0	0	0	0	2	7	7	0	0	0	0	0	0
8452	7545	12006	11568	8184	11958	11210	9873	10109	9267	10382	12600	7913	14698	10409	8869	9232	11112
55619	6	62	267	4	161	0	2	15	2	17	190	10	149	4	6	0	6
100616207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57624	243	553	164	0	0	4	10	271	144	311	203	0	2	0	2	127	208
646736	1	2	0	0	0	0	0	25	0	0	0	0	0	0	0	19	16
100847053	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3667	8181	11335	7497	875	3764	3981	8562	7485	7734	11730	7197	1044	5165	2613	6660	7142	9758
84236	1093	781	1580	1148	817	1166	1455	1294	1893	1083	2132	1446	1535	1533	1415	1715	2169
1286	30	371	55	385	29	19	104	0	35	397	77	325	14	19	77	4	20
1285	1	3	18	159	6	9	1	13	11	10	22	225	11	9	3	6	18
654841	17	6	32	155	28	30	22	24	14	16	56	182	22	43	23	19	44
56947	2816	4378	4125	4680	3881	4416	3206	4369	3399	3692	4530	3846	3206	3995	2624	3856	4461
79853	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
100847081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3267	3317	3742	3800	4556	4487	5441	4648	3648	4236	5083	5556	4678	6263	6237	5476	3352	4329
56918	0	0	2	0	0	0	0	0	2	0	8	0	0	0	0	0	0
80704	23	4	0	0	10	1096	2	25	6	19	0	0	10	857	4	6	2
6364	24	65	0	2	2	223	76	0	45	135	0	0	0	80	6	0	0
164781	16	10	0	93	12	71	34	0	4	0	0	72	4	19	50	0	0
80309	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
55022	90	2000	1418	0	148	0	665	1897	64	1439	1889	0	170	4	342	667	714
92737	617	194	58	348	73	53	874	17697	312	169	102	181	79	62	784	11341	14949
9320	18514	21757	23934	26678	35649	35555	24975	37745	20464	20728	26340	21752	39745	29391	22418	28834	39520
130888	125	142	51	153	492	300	314	213	153	146	63	94	437	272	299	153	204
151473	1072	211	12	255	102	114	608	330	1052	256	14	279	76	147	209	430	635
3431	2636	1686	45	895	475	843	973	1538	5769	4847	83	1004	537	892	1588	1356	1770
11262	14	166	14	134	4	23	22	17	16	36	10	82	13	10	16	16	4
93349	1806	1703	4524	1691	826	1723	1612	909	2647	1831	4750	1726	732	1409	2444	688	857
6672	6762	7226	1812	8975	1984	3279	7466	2845	9729	14519	1902	7845	1642	2388	8199	2474	3376
151475	16	0	0	8	2	3	4	2	42	11	1	5	0	5	1	0	4
51719	12681	16618	7237	12304	7032	10185	11922	5919	14407	14487	6647	8871	6512	7215	9455	4479	5419
81618	5539	9244	949	4364	11539	5047	20862	11151	7708	9125	1566	4096	12880	4793	31602	13994	14287
151484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9290	2	0	27	18	0	4	0	7	2	0	26	0	0	0	0	0	0
348761	5	8	26	17	6	10	11	24	27	0	47	16	4	2	4	16	8
130560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257407	137	60	218	0	251	24	250	345	212	171	354	0	325	65	962	296	409
5707	13567	15064	17314	15531	16844	21697	15658	15177	16203	11914	17434	14450	23277	18339	14780	12818	15872
3357	7	0	9	6	8	10	10	8	16	4	6	20	17	16	6	4	27
80210	975	441	339	607	2162	625	860	1351	1128	568	408	536	1996	607	1020	1481	1803
100616317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93010	17986	5181	5	13	14112	331	429	7	31669	10601	11	55	11830	289	1619	16	16
105373926	10	0	0	0	27	0	2	6	30	6	0	0	24	0	0	2	14
4691	66702	57515	105301	71897	76190	104876	117420	115925	75567	53634	86898	65726	97489	92767	84995	87917	89297
654321	1	0	1	12	6	4	14	24	1	6	3	15	2	3	4	10	19
6082	1	0	9	14	7	15	21	13	4	1	15	14	14	3	2	2	8
25826	0	0	0	1	2	2	0	0	2	0	2	0	2	0	0	0	0
151477	80	43	107	24	98	90	58	192	58	32	104	15	71	66	42	111	132
10316	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0
165100	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
5757	112447	136536	149796	86757	137119	147647	309240	202014	126456	112126	132769	69816	119591	129371	266170	133091	114087
100302285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5147	2130	2797	1785	2723	2702	2078	1577	2545	2883	2298	2339	2592	2533	1981	1968	2453	1780
64708	3233	1868	2959	5584	2929	4721	3796	4437	3091	1581	3108	4332	2284	3761	3319	3478	4049
100302126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4880	0	0	0	0	76	36	0	54	8	18	2	0	88	224	4	399	422
129563	1428	1536	1464	1465	1041	1715	1736	2950	1569	1465	1446	1248	992	2009	1647	2063	3096
693147	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	2939	4919	2	40	777	17382	1876	2	4252	13603	1	226	1158	32617	3047	33	61
347694	27	47	0	2	19	192	0	0	37	113	0	8	12	383	0	0	2
251	1313	1784	2	4	6731	308	823	16	2366	5469	0	12	10271	580	1833	336	449
248	2	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0
9427	0	2	0	0	343	10	2	4	4	2	3	0	514	18	0	0	0
646960	1	0	0	0	20	7	0	0	0	2	0	0	10	7	0	2	16
1144	0	0	2	1	0	0	4	8	7	0	3	2	0	0	0	7	20
1146	10	1	2	11	0	0	6	26	15	5	19	22	4	12	0	29	34
200765	532	503	591	214	135	292	197	821	628	377	548	146	171	225	193	703	904
