,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000135063.19,FAM189A2,9413,9,1,69324567,69392558,-0.038303976,0.512312947,0.003812151,0.952079338,0.973322888
ENSG00000135069.14,PSAT1,29968,9,1,78297125,78330093,-0.639424935,6.962105263,11.08160574,0.007369008,0.027331816
ENSG00000135070.15,ISCA1,81689,9,-1,86264546,86283102,-0.453908326,5.125090037,37.61160263,9.92E-05,0.001300088
ENSG00000135074.15,ADAM19,8728,5,-1,157395534,157575775,-0.278740909,4.079991372,0.564434029,0.469353721,0.624356469
ENSG00000135083.15,CCNJL,79616,5,-1,160249083,160345396,-0.540521042,4.794501324,26.72036701,0.000385858,0.003206292
ENSG00000135090.14,TAOK3,51347,12,-1,118149801,118372907,-0.017948821,5.8817184,0.032198331,0.861085816,0.91948979
ENSG00000135093.13,USP30,84749,12,1,109023089,109088023,0.184315964,3.731067978,4.337916135,0.063191455,0.142058385
ENSG00000135097.7,MSI1,4440,12,-1,120341330,120369164,0.513894909,-0.14703739,1.297288093,0.283302303,0.435203265
ENSG00000135108.14,FBXO21,23014,12,-1,117141991,117190471,-0.072007115,6.178306113,2.753142625,0.127265206,0.242612106
ENSG00000135114.12,OASL,8638,12,-1,121017763,121039242,0.132321147,5.818850112,0.548989925,0.475339483,0.630335932
ENSG00000135116.9,HRK,8739,12,-1,116856144,116881441,0.202358236,1.227240912,0.337688446,0.575029439,0.715547417
ENSG00000135119.14,RNFT2,84900,12,1,116738178,116853631,0.434974617,2.216149925,3.952575683,0.074119375,0.160881875
ENSG00000135124.14,P2RX4,5025,12,1,121209861,121234106,0.532428381,4.255353059,33.31801084,0.000162442,0.001742656
ENSG00000135127.11,BICDL1,92558,12,1,119989869,120094494,0.876655713,4.522738569,30.38028974,0.000234521,0.002266937
ENSG00000135148.12,TRAFD1,10906,12,1,112125538,112153604,-0.114442551,6.029117789,0.43218124,0.525387268,0.675078752
ENSG00000135185.12,TMEM243,79161,7,-1,87196160,87220587,-0.31594771,4.063675939,4.737724396,0.053877481,0.125248641
ENSG00000135205.15,CCDC146,57639,7,1,77122434,77329533,0.83161727,0.051867541,3.505417553,0.089904737,0.186292383
ENSG00000135211.6,TMEM60,85025,7,-1,77793728,77798434,-0.157251379,3.82772335,1.919355898,0.19529204,0.33251391
ENSG00000135218.19,CD36,948,7,1,80369575,80679277,-0.917992465,2.636793427,1.308114165,0.27870836,0.429870247
ENSG00000135241.17,PNPLA8,50640,7,-1,108470417,108569666,-0.036403202,5.429484663,0.404634893,0.53862961,0.685280227
ENSG00000135245.10,HILPDA,29923,7,1,128455849,128458418,-0.028520173,3.805166454,0.060499736,0.810556485,0.886907609
ENSG00000135249.8,RINT1,60561,7,1,105532169,105567677,-0.159401514,5.17049445,9.768508704,0.010450949,0.035773809
ENSG00000135250.17,SRPK2,6733,7,-1,105110704,105399308,0.441980334,5.608253063,42.47702923,5.98E-05,0.000937772
ENSG00000135253.13,KCP,375616,7,-1,128862042,128910719,0.081008225,0.798131589,0.00761308,0.932149183,0.961784548
ENSG00000135269.18,TES,26136,7,1,116210506,116258783,-0.521118517,7.170716881,4.921511584,0.050165194,0.118479845
ENSG00000135272.10,MDFIC,29969,7,1,114922359,115019202,-0.061871743,5.462674262,0.866481908,0.373306107,0.531377295
ENSG00000135297.15,MTO1,25821,6,1,73461578,73509236,-0.192416546,5.077278956,9.843132629,0.010238482,0.035220664
ENSG00000135299.17,ANKRD6,22881,6,1,89433152,89633834,0.423494176,1.206076335,5.014801551,0.048400999,0.115426398
ENSG00000135312.6,HTR1B,3351,6,-1,77460924,77463491,-0.177317223,1.136276953,0.079170337,0.786271484,0.870048728
ENSG00000135314.12,KHDC1,80759,6,-1,73241314,73310365,0.229759972,1.575546206,0.784277262,0.495767664,0.648992982
ENSG00000135315.12,CEP162,22832,6,-1,84124241,84227643,-0.084266995,2.81555995,0.520230356,0.486846947,0.64117184
ENSG00000135316.17,SYNCRIP,10492,6,-1,85607779,85644063,-0.271550233,8.288249291,38.00534179,9.50E-05,0.001262369
ENSG00000135317.13,SNX14,57231,6,-1,85504776,85594156,-0.225476547,6.660958665,24.19816116,0.000560792,0.004221342
ENSG00000135318.12,NT5E,4907,6,1,85449584,85495791,-2.461685915,7.613729184,143.1798726,2.34E-07,4.02E-05
ENSG00000135324.6,MRAP2,112609,6,1,84033772,84090881,-0.32935836,-1.830429966,0.548863242,0.992800238,0.995760808
ENSG00000135333.14,EPHA7,2045,6,-1,93240020,93419687,-0.105281966,4.712089127,0.320207122,0.584926492,0.724075881
ENSG00000135334.9,AKIRIN2,55122,6,-1,87674860,87702233,0.110988645,5.373415596,1.047863371,0.32951903,0.486196623
ENSG00000135336.14,ORC3,23595,6,1,87590067,87667453,-0.325830346,5.209811627,54.24048338,2.09E-05,0.000467739
ENSG00000135338.14,LCA5,167691,6,-1,79484991,79537458,-0.805479373,3.433175277,35.65323321,0.000123491,0.001475011
ENSG00000135341.18,MAP3K7,6885,6,-1,90513573,90587072,0.355046174,5.692731338,31.85644586,0.000194362,0.00199016
ENSG00000135346.8,CGA,1081,6,-1,87085498,87095106,-0.256660703,4.28209837,0.076776551,0.787214339,0.870534978
ENSG00000135362.14,PRR5L,79899,11,1,36296288,36465204,0.046087986,1.578220502,0.049183285,0.828840634,0.898908445
ENSG00000135372.9,NAT10,55226,11,1,34105617,34147670,0.042620796,6.551185117,0.227753813,0.643193113,0.769927597
ENSG00000135378.4,PRRG4,79056,11,1,32829927,32858120,-0.123016503,5.300963154,0.652340394,0.437593706,0.594448422
ENSG00000135387.21,CAPRIN1,4076,11,1,34051731,34102610,-0.063402009,8.842566434,2.161196122,0.171509261,0.302594844
ENSG00000135390.19,ATP5MC2,517,12,-1,53632726,53677408,-0.136173067,7.07919899,2.204488361,0.167657756,0.297557387
ENSG00000135392.16,DNAJC14,85406,12,-1,55820960,55830824,-0.030488663,5.97399313,0.373574462,0.554356006,0.698086669
ENSG00000135404.11,CD63,967,12,-1,55725323,55729707,0.080728811,8.866404833,0.817153721,0.386737374,0.545717625
ENSG00000135406.14,PRPH,5630,12,1,49293252,49298686,0.288995184,-1.95453538,0.768987442,0.400588376,0.55911604
ENSG00000135407.10,AVIL,10677,12,-1,57797376,57818704,0.100386899,1.890105416,0.048125096,0.83111566,0.900218155
ENSG00000135414.9,GDF11,10220,12,1,55743122,55757264,1.636048897,4.152746656,98.34435232,1.40E-06,0.000102209
ENSG00000135423.13,GLS2,27165,12,-1,56470944,56488414,0.163857889,2.635092287,0.065582252,0.802940396,0.881882436
ENSG00000135424.16,ITGA7,3679,12,-1,55684568,55716043,-0.09870232,1.191208206,0.09317442,0.766279803,0.858258897
ENSG00000135436.8,FAM186B,84070,12,-1,49582885,49605639,-0.487228539,-0.883017781,2.820131572,0.123225525,0.236627541
ENSG00000135437.9,RDH5,5959,12,1,55720367,55724705,-0.394434174,1.250640627,0.261360872,0.620003009,0.752168524
ENSG00000135439.11,AGAP2,116986,12,-1,57723761,57742157,0.186790707,-1.050510015,0.133847482,0.72190318,0.827382518
ENSG00000135441.7,BLOC1S1,2647,12,1,55716037,55720087,-0.152686387,5.37961553,1.193990595,0.299507464,0.452194547
ENSG00000135446.17,CDK4,1019,12,-1,57747727,57756013,-0.460859516,7.266465546,46.15330423,4.20E-05,0.000726418
ENSG00000135451.13,TROAP,10024,12,1,49323236,49331731,-0.330211516,5.498510412,10.97079441,0.007582386,0.027899486
ENSG00000135452.10,TSPAN31,6302,12,1,57738013,57750219,-0.157609289,5.184562872,3.572225803,0.087297298,0.182370513
ENSG00000135454.14,B4GALNT1,2583,12,-1,57623409,57633239,-0.129679722,4.851349228,0.511735532,0.907427043,0.948309551
ENSG00000135469.13,COQ10A,93058,12,1,56266890,56270966,0.518930963,2.888140464,32.37441585,0.000182257,0.001894118
ENSG00000135473.15,PAN2,9924,12,-1,56316223,56334053,-0.401379889,4.669608739,17.00892157,0.001952517,0.010279367
ENSG00000135476.11,ESPL1,9700,12,1,53268299,53293638,-0.315828143,5.971963019,7.760932443,0.018815573,0.055841839
ENSG00000135480.16,KRT7,3855,12,1,52232520,52252186,-0.222196197,10.15962941,0.466626702,0.509667042,0.662151045
ENSG00000135482.7,ZC3H10,84872,12,1,56118260,56127514,0.124815386,2.847682175,1.694938716,0.221408542,0.36409078
ENSG00000135486.17,HNRNPA1,3178,12,1,54280193,54287088,-0.185755808,10.20937279,9.101902593,0.012605274,0.041053137
ENSG00000135503.13,ACVR1B,91,12,1,51951699,51997078,0.025899722,5.116500374,0.122286382,0.733636523,0.835546167
ENSG00000135506.16,OS9,10956,12,1,57693955,57721557,0.270509815,8.364159587,19.84989654,0.001148934,0.006971331
ENSG00000135519.8,KCNH3,23416,12,1,49539030,49558337,1.393312471,2.95076541,50.02727074,2.97E-05,0.000592235
ENSG00000135521.9,LTV1,84946,6,1,143843338,143863812,-0.217637196,5.621507537,8.448937565,0.015256495,0.047582903
ENSG00000135525.18,MAP7,9053,6,-1,136342281,136550819,-0.427960109,6.18479656,10.59366239,0.008366506,0.030140196
ENSG00000135535.17,CD164,8763,6,-1,109366514,109382467,-0.354068607,8.926421215,29.25329276,0.000271986,0.002518853
ENSG00000135537.16,AFG1L,246269,6,1,108294991,108526796,-0.184473854,2.684656307,3.382285384,0.094970268,0.193885841
ENSG00000135540.11,NHSL1,57224,6,-1,138422043,138692571,-0.288023871,3.816360113,5.021588471,0.048275644,0.115156552
ENSG00000135541.21,AHI1,54806,6,-1,135283407,135498434,-0.26119685,4.366124875,9.926261663,0.010007895,0.034547899
ENSG00000135549.15,PKIB,5570,6,1,122471917,122726373,-0.467344948,4.642423681,2.825415051,0.122913876,0.236354794
ENSG00000135587.9,SMPD2,6610,6,1,109440724,109443919,0.016882215,3.891466787,0.044774432,0.83656171,0.903274241
ENSG00000135596.18,MICAL1,64780,6,-1,109444062,109465968,0.066776912,4.460174265,0.422334206,0.530049191,0.678848104
ENSG00000135597.18,REPS1,85021,6,-1,138903493,138988261,-0.301911117,5.234898992,29.39904553,0.000266758,0.002481299
ENSG00000135604.9,STX11,8676,6,1,144150517,144191939,0.082281575,-0.72297512,0.02800653,0.870344635,0.925902541
ENSG00000135605.13,TEC,7006,4,-1,48135783,48269838,0.054448368,2.397796872,0.237872257,0.958531926,0.977532752
ENSG00000135617.4,PRADC1,84279,2,-1,73228010,73233239,-0.215483037,3.948753741,3.87162736,0.076704946,0.165619564
ENSG00000135622.13,SEMA4F,10505,2,1,74654228,74683853,1.210496342,4.242400206,67.0952217,8.12E-06,0.000264019
ENSG00000135624.16,CCT7,10574,2,1,73233420,73253021,-0.127721038,8.610409734,6.673474204,0.02674097,0.072712398
ENSG00000135631.16,RAB11FIP5,26056,2,-1,73073382,73156721,0.184956989,5.314987429,6.646518256,0.026984228,0.073264426
ENSG00000135632.12,SMYD5,10322,2,1,73214222,73227221,-0.45596342,5.099470811,47.72694881,3.64E-05,0.000663976
ENSG00000135636.14,DYSF,8291,2,1,71453561,71686763,-0.437609339,3.616288032,7.076009749,0.023406392,0.065664673
ENSG00000135637.13,CCDC142,84865,2,-1,74471986,74483408,0.332261004,3.421256782,9.791839982,0.010383955,0.035596976
ENSG00000135643.5,KCNMB4,27345,12,1,70366290,70434292,-0.347561675,4.178687377,6.336617369,0.029983471,0.079776005
ENSG00000135655.16,USP15,9958,12,1,62260338,62417431,0.984791794,5.943963363,166.34069,1.13E-07,2.86E-05
ENSG00000135677.11,GNS,2799,12,-1,64713445,64759431,0.592627467,8.04578684,37.98491464,9.52E-05,0.001262906
ENSG00000135678.12,CPM,1368,12,-1,68842197,68971570,-0.127761927,4.188262395,0.264024058,0.618248256,0.750965144
ENSG00000135686.13,KLHL36,79786,16,1,84648511,84667686,0.135115246,5.794689294,3.865944344,0.076890637,0.165923671
ENSG00000135697.10,BCO1,53630,16,1,81238689,81291142,0.352127498,1.914401304,1.045518091,0.330035589,0.486619222
ENSG00000135698.10,MPHOSPH6,10200,16,-1,82147798,82170224,-0.713848446,4.679473066,122.2292312,5.00E-07,5.86E-05
ENSG00000135709.12,KIAA0513,9764,16,1,85027751,85094230,0.77784788,4.069927649,39.22203027,8.34E-05,0.001162242
ENSG00000135720.13,DYNC1LI2,1783,16,-1,66720893,66751609,-0.063073906,7.349183812,1.651283591,0.227022759,0.371361756
ENSG00000135722.9,FBXL8,55336,16,1,67159932,67164570,0.8012644,2.419976812,21.39655831,0.000879799,0.00578159
ENSG00000135736.6,CCDC102A,92922,16,-1,57512181,57536571,0.499911643,3.100781016,6.626453701,0.027167042,0.073621142
ENSG00000135740.17,SLC9A5,6553,16,1,67237683,67272191,0.597953852,1.003289667,4.987513528,0.048909058,0.116254034
ENSG00000135744.8,AGT,183,1,-1,230690776,230745576,-0.210241153,0.942412149,0.090257577,0.771268823,0.861581849
ENSG00000135749.19,PCNX2,80003,1,-1,232983435,233295725,0.080762751,4.401114979,0.624347514,0.447306302,0.603490379
ENSG00000135750.14,KCNK1,3775,1,1,233614106,233672514,-0.457198045,6.264342965,0.496468845,0.496731313,0.649852078
ENSG00000135763.10,URB2,9816,1,1,229626247,229660200,-0.319633496,5.563313108,18.11266511,0.001578432,0.008729155
ENSG00000135773.13,CAPN9,10753,1,1,230747384,230802003,-0.021675361,3.01706326,0.006308135,0.939172249,0.96554387
ENSG00000135775.14,COG2,22796,1,1,230642481,230693982,0.257535437,5.29332094,11.35201817,0.006877884,0.025919484
ENSG00000135776.5,ABCB10,23456,1,-1,229516582,229558707,-0.103633043,5.505864082,4.148133087,0.068304669,0.150961888
ENSG00000135778.12,NTPCR,84284,1,1,232950605,232983882,-0.0011673,4.92347547,0.000502156,0.982551483,0.990099086
ENSG00000135821.18,GLUL,2752,1,-1,182378098,182392206,0.473839629,8.627058049,8.544023962,0.014831207,0.046560676
ENSG00000135823.14,STX6,10228,1,-1,180972712,181023121,-0.597471464,5.615168048,89.0214465,2.22E-06,0.000133293
ENSG00000135828.11,RNASEL,6041,1,-1,182573634,182589256,0.658085859,3.613720544,16.1690293,0.002309899,0.01171108
ENSG00000135835.12,KIAA1614,57710,1,1,180912897,180951614,0.400034086,0.223271618,2.898530077,0.118701907,0.230105427
ENSG00000135837.16,CEP350,9857,1,1,179954773,180114875,0.076528676,6.563873978,1.84238573,0.203764376,0.342901646
ENSG00000135838.13,NPL,80896,1,1,182789293,182830384,-0.297454448,1.508829832,3.194996045,0.103380004,0.207362521
ENSG00000135842.17,NIBAN1,116496,1,-1,184790724,184974508,0.06940306,4.316458196,0.228767765,0.642463063,0.769541978
ENSG00000135845.10,PIGC,5279,1,-1,172370189,172444086,-0.128835554,5.06180872,2.917483658,0.117639966,0.228615814
ENSG00000135862.6,LAMC1,3915,1,1,183023420,183145592,0.021002558,8.786741295,0.084155279,0.777519391,0.865346279
ENSG00000135870.11,RC3H1,149041,1,-1,173931084,174022357,0.227070299,5.037597435,19.71507309,0.001176779,0.007085091
ENSG00000135900.4,MRPL44,65080,2,1,223957463,223967714,-0.04227086,5.5121183,0.988574356,0.342951278,0.5000331
ENSG00000135905.19,DOCK10,55619,2,-1,224765090,225042468,-0.430112604,0.293170746,0.263450932,0.618624924,0.751212788
ENSG00000135912.11,TTLL4,9654,2,1,218710835,218755416,-0.413834719,5.400692053,28.82428798,0.000288104,0.002623783
ENSG00000135913.11,USP37,57695,2,-1,218450251,218568351,-0.312248565,5.267365873,20.49326584,0.001026443,0.006404016
ENSG00000135916.16,ITM2C,81618,2,1,230864639,230879248,0.295109418,6.836154223,12.43697729,0.005263874,0.021168499
ENSG00000135917.15,SLC19A3,80704,2,-1,227683763,227718028,-0.505368945,1.807998703,0.694697421,0.428001002,0.585396194
ENSG00000135919.13,SERPINE2,5270,2,-1,223975045,224039318,-0.132928452,6.047083366,0.067611822,0.799987691,0.88016238
ENSG00000135924.15,DNAJB2,3300,2,1,219279342,219286898,0.344549727,5.933021418,15.69590045,0.002545746,0.012524764
ENSG00000135925.9,WNT10A,80326,2,1,218880852,218899581,0.690383802,5.675681187,9.264781551,0.012032955,0.03965168
ENSG00000135926.15,TMBIM1,64114,2,-1,218274197,218292586,-0.043660577,8.527556941,0.358334459,0.562409096,0.704654578
ENSG00000135929.9,CYP27A1,1593,2,1,218781749,218815293,0.301539589,0.838043291,0.312402432,0.588195497,0.726663758
ENSG00000135930.14,EIF4E2,9470,2,1,232550674,232583644,0.630746594,6.157940093,83.28751566,3.03E-06,0.000156587
ENSG00000135931.17,ARMC9,80210,2,1,231198546,231376848,0.110004386,3.815738383,1.211579342,0.296161993,0.448562207
ENSG00000135932.11,CAB39,51719,2,1,230712842,230821075,-0.20502661,7.514049986,23.78109092,0.000598193,0.004421905
ENSG00000135940.6,COX5B,1329,2,1,97646062,97648383,0.116885771,7.279937495,1.244187711,0.290098331,0.442586
ENSG00000135945.10,REV1,51455,2,-1,99400475,99490035,-0.179276436,5.163711385,10.72783451,0.008076831,0.029274802
ENSG00000135951.15,TSGA10,80705,2,-1,98997261,99154964,0.038357684,1.198088957,0.053525274,0.82158554,0.894083713
ENSG00000135953.11,MFSD9,84804,2,-1,102714630,102736888,-0.026503919,5.455325045,0.302876448,0.593858156,0.73107637
ENSG00000135956.8,TMEM127,55654,2,-1,96248514,96265997,0.236960247,7.051644658,16.47417892,0.002171642,0.011164022
ENSG00000135960.10,EDAR,10913,2,-1,108894471,108989372,0.411179586,4.727571589,0.370487252,0.609677569,0.744440457
ENSG00000135966.13,TGFBRAP1,9392,2,-1,105264391,105329735,0.013224933,5.923850996,0.102494777,0.755277989,0.850636147
ENSG00000135968.20,GCC2,9648,2,1,108449191,108509415,0.207609478,6.153810981,11.31618823,0.006940645,0.026109458
ENSG00000135972.9,MRPS9,64965,2,1,105038069,105099960,0.20201311,5.337959515,5.820234447,0.035937363,0.091475239
ENSG00000135974.10,C2orf49,79074,2,1,105337532,105349211,0.163302518,4.89622116,6.10846622,0.032453152,0.084719187
ENSG00000135976.19,ANKRD36,375248,2,1,97113153,97264521,-0.265119382,2.498623109,3.332311701,0.097127656,0.19736265
ENSG00000136002.18,ARHGEF4,50649,2,1,130836914,131047263,0.664746593,4.507314379,6.646333649,0.026985904,0.073264426
ENSG00000136003.15,ISCU,23479,12,1,108562582,108569368,-0.033388383,5.81431382,0.265398775,0.617346903,0.750584731
ENSG00000136010.14,ALDH1L2,160428,12,-1,105019784,105107643,-0.65014586,0.819723144,4.963351534,0.049364381,0.117109143
ENSG00000136014.12,USP44,84101,12,-1,95516560,95551476,-0.090865541,0.327300885,0.212995792,0.654055071,0.777708581
ENSG00000136021.18,SCYL2,55681,12,1,100267140,100341715,-0.050064552,6.676993867,0.940545489,0.354434545,0.512384177
ENSG00000136026.14,CKAP4,10970,12,-1,106237881,106304279,0.362075384,6.964578807,9.199845118,0.012257291,0.040220764
ENSG00000136040.9,PLXNC1,10154,12,1,94148577,94307675,-0.624276316,1.052212129,4.82000299,0.052175273,0.122077764
ENSG00000136044.12,APPL2,55198,12,-1,105173297,105236203,0.170362236,5.022476077,4.987550888,0.048908358,0.116254034
ENSG00000136045.12,PWP1,11137,12,1,107685799,107713162,-0.18240403,6.304330074,9.220725715,0.012184609,0.04008409
ENSG00000136048.14,DRAM1,55332,12,1,101877580,102012130,0.829834575,5.156496968,70.21235899,6.61E-06,0.000234642
ENSG00000136051.14,WASHC4,23325,12,1,105107324,105169130,0.049701593,6.524372118,0.776675248,0.398326088,0.556961715
ENSG00000136052.9,SLC41A2,84102,12,-1,104801801,104958744,0.349162036,4.556017541,20.9316226,0.000951896,0.006087774
ENSG00000136059.14,VILL,50853,3,1,37988059,38007188,0.133003397,4.955726421,0.147524712,0.708748927,0.818795892
ENSG00000136068.14,FLNB,2317,3,1,58008398,58172251,0.075799121,10.39078213,0.488808799,0.499994592,0.652966817
ENSG00000136098.17,NEK3,4752,13,-1,52132639,52159861,-0.487818536,2.704137237,6.977613327,0.024172572,0.067297569
ENSG00000136100.14,VPS36,51028,13,-1,52412602,52450634,-0.491150335,5.568442609,45.60838431,4.42E-05,0.000755369
ENSG00000136104.20,RNASEH2B,79621,13,1,50909747,51024120,-0.237578969,4.708926298,8.060860681,0.017152552,0.051928706
ENSG00000136108.15,CKAP2,26586,13,1,52455429,52476628,-0.259843243,6.858860029,23.67778834,0.000607913,0.00446034
ENSG00000136111.13,TBC1D4,9882,13,-1,75283503,75482169,0.118008314,5.088789768,2.295745793,0.159899207,0.28755361
ENSG00000136114.17,THSD1,55901,13,-1,52377167,52416373,-0.127835884,2.365579631,0.074704315,0.790027226,0.872719493
ENSG00000136122.16,BORA,79866,13,1,72727749,72756198,-0.473462973,4.824592009,26.66094328,0.000389151,0.003229978
ENSG00000136141.15,LRCH1,23143,13,1,46553168,46753040,-0.383636766,4.68887274,17.17307196,0.001890638,0.010032109
ENSG00000136143.15,SUCLA2,8803,13,-1,47745736,48037968,-0.065388794,5.825841256,1.680336336,0.223265494,0.366674737
ENSG00000136144.12,RCBTB1,55213,13,-1,49531946,49585558,-0.081419605,4.715643283,0.670076613,0.43161845,0.589058856
ENSG00000136147.18,PHF11,51131,13,1,49495610,49528981,0.213423191,3.265859837,1.833706148,0.204750078,0.34397995
ENSG00000136152.15,COG3,83548,13,1,45464898,45536701,-0.058568797,5.29159057,1.48682705,0.249987608,0.397931227
ENSG00000136153.20,LMO7,4008,13,1,75620434,75859870,-0.393843609,7.424349459,20.28997319,0.001063378,0.006568003
