Geneid	HISAT2 on dataset 210 and 211: aligned reads (BAM)	Length
375189	127	1663
653140	4	1834
50618	3227	6738
8648	1986	7228
391356	976	572
79172	1537	4244
109	3603	4838
51277	520	5101
729723	107	4674
22979	338	7662
5443	0	1506
1788	1760	6742
100302246	0	82
1838	1707	3906
55252	8084	13168
3797	3086	5431
10890	16521	3785
150946	496	6999
3030	35727	3037
3032	16769	2999
165082	34	6589
85465	9502	8129
92749	39	2493
9381	22	7494
339778	23	1198
130106	0	1665
3777	1366	4052
54978	6749	3912
1058	1895	1431
56896	4991	5354
22924	942	2387
54867	7400	3257
100874031	0	407
100189022	0	73
60509	1825	3887
100128731	2154	487
11117	48	3939
3795	250	2982
10669	1183	2698
84696	95	1658
10113	5179	2165
339779	0	2063
150921	2	1555
8884	7393	4039
51374	7043	1398
790	19214	7165
7781	467	4131
285126	1	2026
57159	0	2060
7349	59	615
4358	2912	3802
2976	5569	4823
100505624	0	841
8890	3067	2074
9784	15409	2698
130557	955	2460
5496	19451	2302
2498	4	954
29959	24188	3230
200634	37	1083
26160	1605	6186
64838	605	1708
2646	2	2216
84226	158	6201
84450	2629	3703
79635	433	2851
11321	5630	1969
9913	3038	4873
22950	3642	2970
105374378	0	5409
9553	1287	518
64080	726	2390
100302650	5	1659
9577	2727	2104
100422965	13	83
100505736	2	2258
100505716	16	2110
105374382	2	2610
403150	0	2850
2355	1901	8562
151056	10	13521
5500	14516	4998
245711	4	2157
55006	1098	1929
23160	8857	3531
692209	0	89
26796	0	76
165186	2	4385
388939	0	7906
79745	2373	5752
238	0	6265
51646	2333	2617
81606	4	2938
285043	0	692
253558	2813	5601
92291	0	8744
79623	0	4323
440854	4	4223
30845	139	5118
7498	64	6015
6716	0	6196
51072	2251	2743
84661	4070	1127
6683	3336	5272
55676	5626	5301
58484	44	3522
84272	5411	2740
57448	18398	17649
693143	0	94
103752586	0	589
55622	3470	2918
100616219	0	77
285045	0	2474
100271832	0	1392
4052	647	6374
100616136	0	49
25780	42	5655
25940	6355	2813
104355287	0	772
151325	0	2157
104355288	0	1131
100616475	0	82
100288911	0	716
51232	12647	6319
9637	4369	2249
5212	0	3446
6801	6149	14282
54497	3699	7339
253635	1290	3906
5610	6265	4821
391365	0	934
100505876	3271	3335
10153	6461	3330
55471	1685	2321
23683	3706	6323
25797	1242	1703
10602	7499	6158
101929559	0	2488
151393	171	4067
101410544	0	526
1545	546	5154
105374860	28	1631
285154	0	1757
64225	5598	5685
101929596	0	1133
92906	4922	4665
130589	7	2639
6432	10743	2765
79833	1292	1225
90957	5657	5041
729967	791	741
100271715	3	4304
375196	0	1058
6654	6101	9090
105374861	0	189
344387	0	4309
8491	2759	4362
728730	172	2517
130733	4	1829
80745	786	2734
100128590	0	1002
6546	0	8329
388942	0	1810
101929723	0	898
400950	0	3721
91461	560	2501
102723824	0	1460
27436	10071	5847
9167	6977	1893
170850	107	3824
57504	4902	6722
165140	0	1763
23498	0	1970
105374567	62	3589
100189265	0	74
102723854	0	2156
100506047	4	706
678	2395	3693
100129726	14	1645
63892	5344	7049
130271	246	7309
728819	508	1170
51626	1316	2647
64240	7	3945
64241	2	6797
10128	37848	7072
5495	3441	5587
6519	0	3457
9581	3968	7375
79823	952	3285
100506108	1	1169
6496	107	3026
10736	32	2370
400952	0	1098
55133	1954	3846
102724965	42	1685
5581	377	13535
2034	203	5246
101805491	0	741
388946	0	902
90423	406	3537
23433	2897	5311
100506142	4	1519
5281	778	1256
9419	1225	6366
9655	1740	4662
388948	3	1043
100134259	6	1210
90411	18814	4696
57217	1443	6913
285051	0	2384
805	30101	1302
101927043	0	2749
618	37	200
4072	18	1718
693144	0	96
4436	7301	6141
56660	24	6409
644093	2	434
2956	14543	4798
80204	9320	4972
3344	2187	5865
129285	2816	3215
286749	1	4132
11037	266	5633
11036	0	1699
3973	0	4221
2492	0	7389
102465854	0	56
9378	2	12813
103504737	0	91
730100	0	3939
100616431	0	94
51130	49	2818
100302652	0	1986
494143	890	1275
27248	4162	3139
100500850	3	84
10936	62	2159
23198	10774	7238
98	331	1224
388951	0	3095
129852	12	2878
6711	20948	13749
56969	0	620
400954	408	9750
57142	23675	5675
130162	188	7699
6233	45615	1373
4528	4583	3159
344405	192	2154
55704	11715	12521
112942	3003	2244
57223	6894	5736
87178	4095	4660
2202	56	3094
104355290	2	685
406999	0	110
406998	0	110
100126319	0	82
100129434	0	2863
114800	2	3983
7444	1262	4965
55120	1117	2214
400955	0	4296
101927285	0	2036
100616473	0	84
53335	3	7609
64895	1418	7386
400957	0	1705
5966	2007	7968
150962	598	9063
5194	3706	4538
84542	1309	6504
339803	1216	2557
339804	212	994
130872	1001	3914
9736	17747	11310
100124537	0	134
7514	38608	5113
84140	1597	3860
10575	42948	2349
150684	2058	976
10678	1736	2842
100847087	0	92
200728	163	3552
23301	4900	5986
100132215	24	2205
5013	621	3067
100169989	0	1692
51057	291	10815
4190	16331	1884
7360	6816	2681
51542	4163	4519
57162	473	5808
150992	0	3307
100507006	0	780
102465833	0	102
100616265	0	81
29094	1107	3827
101927402	14	2423
54812	3078	4124
100616419	0	53
339807	0	1771
9792	2754	6693
101927438	1	1982
400958	0	3029
6509	719	4777
23177	2481	6173
5861	2642	2696
10097	51485	3934
200734	867	5808
102724258	0	631
100616464	0	80
729348	0	1679
730198	0	4100
4211	7	3584
100873998	0	709
100507073	0	765
101927577	0	860
101060019	0	629
102724321	0	430
102800447	0	686
644838	0	2100
101927661	0	531
54465	1604	3772
101927701	0	725
10438	1613	1284
116143	1438	2898
56902	2342	1978
5534	4381	3011
25927	29	2312
5341	12	2852
554251	77	2780
200558	164	3849
10887	0	1182
9938	1	4210
27302	0	1584
200504	0	800
56287	0	820
84168	7289	7413
100423030	0	74
2673	5469	8703
27247	2903	1194
22848	4757	21265
100124535	0	128
307	4009	3331
64395	1965	4242
11017	1959	1438
4084	490	5617
151516	14	2177
400960	92	2386
5093	23195	1751
100133985	89	661
54980	1099	2954
7072	7308	9187
100189231	0	71
100302268	0	88
51449	15749	5377
6637	4626	575
84908	8361	1889
7039	6	4765
100874273	0	492
119	1038	7042
344018	0	722
165530	21	3769
50489	67	3096
104355141	0	650
25806	467	3946
525	64	2248
101927750	71	944
79998	6	4530
113419	10392	3528
79315	0	1231
55577	1484	2187
84693	267	894
10199	3833	2485
400961	0	6481
27332	15451	6936
8291	857	7782
56603	381	4769
23233	5693	9122
6697	9409	1459
2016	26	11677
94097	1827	6715
26056	3887	6408
344022	0	1448
10322	2428	3166
84279	1004	1083
10574	51914	2121
150726	2919	8276
1961	102	2373
7840	3256	12925
100874291	67	1766
9027	7	1073
200420	40	1597
51471	3	832
51002	1722	2404
8446	1607	1639
388960	4	3209
10617	4280	7708
72	0	1331
1716	1927	1230
100874048	52	572
200424	4893	13185
388962	816	554
100507171	280	4190
55233	15784	3220
10797	10084	2286
57835	609	6396
1639	23553	5272
100189589	6	2144
105369169	0	910
388963	534	2229
84058	3638	1177
6242	1860	3257
100532735	0	2112
83444	30	1261
23559	172	1223
7841	9474	2895
116540	2357	655
84865	853	4339
64427	1249	3183
85474	305	1678
151534	1022	2449
84759	1446	1023
3196	10	2152
165545	62	2826
550	11930	1990
27429	1936	2550
84695	72	4018
1796	378	3266
130951	4	3300
10505	2782	11165
3099	3522	7156
102724515	0	494
56655	2583	696
6869	0	4993
100846995	0	103
84141	0	2102
101927884	0	1185
9801	9487	7827
6936	3334	5066
80059	0	5182
101927907	0	997
101927967	0	676
101927926	0	635
100170221	0	120
101927948	0	1103
130120	0	1090
5968	0	806
5967	0	808
5969	0	2925
5068	0	1097
101927987	0	669
1496	0	5123
100422888	0	66
102465877	0	89
347730	0	2212
100507201	0	843
1720	0	967
101928031	0	283
388965	2	1519
8802	7795	1457
1768	78	13732
129293	390	4428
9168	40341	482
56888	4992	7954
83439	1525	2921
102724579	0	463
10618	28679	6424
54884	8283	3311
84173	793	3261
822	6682	2037
284948	202	6294
100630918	555	1420
4144	22805	3006
2677	5588	7462
8673	2126	776
10791	1068	665
51255	3635	1313
129303	1019	2460
10713	8113	2795
388969	2298	4690
6439	2	3850
10578	6	1730
84913	6	8856
102466516	0	78
284950	0	3108
8869	335	2626
101928113	0	1116
90784	1870	3653
25885	11875	7949
55037	13783	6734
692225	28	137
10989	15122	3025
100616159	0	83
51318	5700	3556
65055	252	4636
55818	2526	5332
51652	5	3192
100526767	13	3373
7844	2426	5096
64795	2401	6183
925	149	3673
926	2	1927
100286979	0	1771
400966	1	11056
5343	1	3011
285074	217	2201
102724642	15	2473
100616370	0	74
105377638	0	3507
105377639	0	2289
112597	795	959
100616499	0	80
730268	262	2261
5342	16	3016
729857	5	9376
51315	2026	1827
150572	0	4430
100616447	0	81
2168	0	570
55258	0	4908
344167	2	1263
200523	0	1244
101928371	0	1747
9451	1079	4789
101928403	80	1293
22934	1766	1834
645784	0	1731
100616399	0	85
3514	0	323
28946	0	38
28947	0	38
28948	0	38
28949	0	39
28950	0	38
28908	0	363
28907	0	345
28905	0	357
28929	0	360
28299	0	351
28943	0	351
28915	0	348
28942	0	345
28941	0	351
28928	0	361
28914	0	345
28940	0	351
28939	0	351
28927	0	361
28913	0	345
28938	0	351
28937	0	351
28926	0	360
28925	0	267
28912	0	348
28906	0	342
28936	0	355
28924	0	272
28923	0	360
28911	0	330
28922	0	363
28935	0	351
28921	0	360
28920	0	360
28919	0	360
28910	0	333
28934	0	357
28933	0	351
28909	0	348
28932	0	351
28918	0	234
28931	0	351
28917	0	240
28930	0	351
28916	0	315
105379433	0	990
28878	0	363
28893	0	351
28894	0	351
28896	0	351
28881	0	360
28882	0	362
28883	0	359
28884	0	362
28885	0	360
28870	0	342
28874	0	348
28869	0	347
28900	0	351
28901	0	351
28875	0	345
28902	0	351
28903	0	351
28876	0	345
102724332	0	75
28892	0	351
28891	0	351
28904	0	351
28877	0	357
101060017	0	1133
105378957	0	1194
105378958	0	1974
654342	0	605
645367	0	2484
440888	0	1338
100133920	0	2028
100509620	0	2907
90499	0	2398
729171	0	3670
150483	0	6007
442028	0	3330
4118	1	1137
64969	5370	1661
84874	2036	6783
7549	570	4011
105373489	12	891
150696	14	5060
30818	3185	3017
51011	1720	4855
653192	2	1738
129868	0	1753
150759	190	3128
400986	223	8072
729234	60	852
150763	30	3395
151	4	3371
431705	30	4259
1844	816	1685
56910	16345	3396
285033	228	2482
55654	6290	4593
9391	7006	4053
23020	49874	7219
150771	14	2522
23397	3110	6072
93082	8	2220
10865	361	5152
55683	7824	6612
90342	42	9090
81562	4668	2530
26504	5593	5342
100422928	0	76
26505	4656	6741
200539	334	2582
51239	621	900
54910	4994	4695
105373982	36	1002
51252	22	4878
101927053	0	2260
151313	1137	1794
105373983	17	1528
375248	285	10307
100506076	0	832
100506123	24	706
105373498	17	949
57730	215	8646
1329	12574	505
10120	4197	2258
728537	54	1369
7535	10	5356
23505	5332	6736
200403	0	5353
1261	0	4649
3631	3698	16751
493753	2465	1767
25972	2250	1397
11320	493	8515
101927070	0	2117
343990	59	4504
80705	162	4396
150590	75	1430
51601	385	2026
129531	2170	1376
51263	7317	4536
254773	9	5467
129530	22	1410
10190	2191	1530
9669	35130	4698
51455	3516	5512
3899	55	10751
150577	0	3115
164832	11027	13912
9486	2365	3392
129521	0	485
79031	2174	1075
4862	3072	6385
101927142	0	771
6160	52249	1481
11138	1228	5052
100506286	44	2478
55571	4684	2518
284996	6205	4829
692205	0	114
100847007	0	85
200407	1	4272
731220	2	3274
9448	11926	8133
100506328	0	996
7850	52	5506
3554	12246	7426
8808	4	5587
9173	6	5330
8809	107	3720
8807	0	3357
100616157	0	78
389015	52	4161
6549	318	5460
84804	1425	5535
130827	443	4588
100287010	0	1084
150568	0	1505
101927360	0	1459
284998	0	2437
100506421	0	2874
5455	0	1503
102682016	0	3973
102724691	4	642
64965	3257	2066
101927492	6	573
105373984	28	1508
11250	16	1725
9392	4154	6692
100506473	238	2009
79074	2391	4567
2274	1489	3976
285000	0	1416
8440	1679	2919
84417	0	986
80146	3796	3670
285189	0	841
653489	17	6458
84620	4	12464
104326057	0	811
729121	0	1669
285190	1	8003
60482	0	5473
442038	0	2106
6819	0	3550
151234	0	1875
27233	2	2847
9648	5098	7628
3987	4243	5745
5903	26694	11950
165055	1007	2801
10913	1	4459
100287216	73	2793
344558	443	8464
100422863	0	99
102724819	1	100
100423027	0	55
729164	0	1273
151011	5377	4881
65124	1220	4654
84220	21	9643
96626	0	3129
100271835	0	3219
440895	0	858
440894	89	2519
105373985	0	2808
105373986	0	957
100422994	0	82
7851	490	3184
100616123	0	91
4867	482	3100
205251	1305	1619
100507334	0	882
100847033	0	91
105373551	0	6642
151009	50	2182
100288570	0	858
100288695	2	3129
729540	47	9669
699	9193	3636
55289	119	14180
400997	8	3212
10018	4197	9649
101927260	135	3926
100616341	0	74
541471	914	1117
105373987	4	1301
64682	9981	8023
100616165	0	74
10461	409	4504
84910	5907	5285
129804	169	2693
84524	1159	2066
376940	804	11581
727851	41	8255
150465	7855	5408
84172	4856	5504
84269	549	1756
400999	13	514
6574	10248	3438
284958	19	2748
150468	2394	4791
3552	3	2928
3553	6	1764
27178	5	1032
56300	0	1584
27179	3	2002
27177	1	2069
26525	0	2802
84639	0	1413
3557	1	3333
23550	5751	5340
7849	1470	4143
654433	1065	4621
100130100	225	8232
150472	2629	3032
200350	38	2067
103344932	0	1391
729468	0	1095
654412	0	1130
100302128	1	138
375260	338	1959
84771	15	2305
118433	369	1873
11159	238	2755
80255	9777	4966
100616208	2	79
101060091	8	590
10096	19108	5883
100499194	0	2316
440900	0	852
57628	0	7840
101927591	0	665
389023	0	730
8886	11549	3765
54520	3777	7173
105373988	0	918
51141	1121	2620
101927709	0	1167
2019	247	2962
8685	0	1848
165257	0	2049
55240	3569	4740
100874111	8	3218
130355	831	3065
1622	7730	1436
140738	940	2223
6344	47	6656
200373	51	3724
80775	1539	1738
101927764	9	1769
5775	2170	12364
57669	4035	9960
79134	4389	5938
5899	3361	2744
105373989	14	1385
3625	61	3203
84931	0	2015
2736	261	7107
29842	619	9382
23332	7442	8495
100151683	6	130
105373990	5	1512
254128	419	2697
84365	2556	1738
7247	9748	3516
129684	0	11201
105373602	0	1588
2995	4	2249
101929926	0	987
274	10928	3980
339761	2887	5723
2071	5426	3027
10746	5341	10870
105373606	0	2446
100506922	320	1243
5624	11	2013
100616187	0	82
55677	5891	4200
4648	13	6911
55679	429	3690
2840	3	2599
84826	2314	2811
55339	9263	11423
5433	3518	2325
83607	4690	8197
79595	4843	4364
56886	24150	10962
9394	3867	3952
101927881	0	1091
151121	0	2256
389033	0	401
101927924	0	2398
100131320	0	2460
84084	1	3077
440905	0	4525
728378	0	4440
285103	0	1835
91409	1859	2455
55627	8266	5151
80097	2454	4145
112714	2	1540
100189418	0	72
84317	1658	2618
92856	3659	1096
26469	2341	3669
100216479	0	2858
646802	0	2412
653269	0	3949
653275	0	1160
646743	0	2229
150527	0	2215
55997	0	2077
653781	0	3838
100132708	0	2250
344561	0	1594
205147	0	6474
50649	1736	8146
130074	8850	5788
55041	17024	4492
445582	0	4153
440910	0	1739
150786	26	3667
105373619	0	2682
389043	0	3055
401010	0	2734
653784	2301	2808
113457	69	1632
100616378	10	77
150776	880	3788
90557	1698	2790
440915	0	633
101927994	0	3516
29798	31	1219
408029	0	1325
101928067	0	840
554226	0	2168
100313824	0	115
646915	0	1867
2863	35	3316
116372	0	3189
344148	0	9429
101928185	0	1711
101928161	0	531
4249	5810	9058
100500878	2	68
81615	0	2479
130013	1	1763
100847069	0	54
100129961	59	1405
905	2422	7217
80122	1	6691
22930	7194	5197
84083	571	7387
23518	7578	5456
406915	0	82
23190	14190	4014
3938	8	6274
100507600	0	1862
4175	11424	3787
1615	10864	3157
101928243	17	1126
7852	26	2005
80731	188	6146
101928273	0	1301
3176	1467	4178
339745	2012	5831
11249	0	2560
647012	0	1851
53353	85	17304
102465692	0	60
8942	13	2593
55843	0	5245
101928386	4	1052
79712	883	8713
9839	7	11933
100303491	0	430
101928455	0	423
401014	0	4791
728773	183	3934
92	353	5635
5000	3293	7104
55777	818	7271
26122	1999	4870
101928526	0	3063
3800	0	7296
130576	0	2479
130574	2	4311
27249	8021	1437
101929231	10	861
390	7	2807
101929260	0	2528
101929282	0	936
375287	865	4382
9111	653	1669
101929319	0	1880
7130	0	1694
100616392	0	78
100616418	0	78
55183	8380	10235
4703	41	27179
26225	4327	3169
785	102	10095
10254	1687	5701
114793	12261	5950
55660	23889	8377
151188	2766	3298
56475	0	1471
114805	0	6012
100144595	0	2362
3760	0	4885
101929378	2	1807
4929	6	5439
100189021	0	72
100189208	0	71
2820	3732	6589
11227	4	3131
57471	0	4161
728066	193	2023
9595	0	2210
130399	0	9077
90	857	3978
151531	0	2650
554201	0	795
130940	45	3198
8502	6295	7424
92196	3	676
85461	4927	8334
102465535	0	67
151525	822	2129
29994	3091	13289
643072	29	2456
64844	8523	3918
9936	0	3979
100526664	0	8919
4065	0	6932
22925	155	7719
3694	30	4687
100505984	45	504
5937	2253	4914
100616364	0	73
10010	1069	2717
101929512	2	574
100996579	0	2377
10213	7247	1717
10716	0	3186
285116	1372	8836
57282	0	6062
1803	2	3904
101929532	0	3609
2641	0	1294
2191	0	3912
64135	307	5288
25801	5	4632
90134	0	4355
101929570	0	2999
55137	2	9038
2888	0	3220
22837	1	9759
100337591	0	135
101929633	0	629
151258	0	4532
6328	0	12239
6326	0	9671
80034	0	12115
2591	0	3856
100506124	21	1596
79809	2021	7634
100506134	2	746
102724058	0	740
6323	2	8870
101929680	0	2305
6335	4	9887
6332	2	7872
129446	6	13023
100874011	0	1871
8708	0	2832
27347	1457	3482
253782	4973	6931
100616356	0	76
100861402	0	2985
115677	1	3960
57405	3	1599
57818	0	3081
8647	0	5198
10170	0	2286
4036	14	15869
129880	1647	3157
10324	48	2464
79675	2180	6261
9360	14450	6532
129881	31	2270
493911	259	1373
100526832	0	4206
151230	35	4075
6741	18326	2198
29081	2606	1027
130507	7146	8171
140469	2	7078
101929753	0	1311
101926913	4	588
440925	18	2129
389058	8	3097
285141	175	3302
2571	223	3884
26003	6330	3468
9874	5445	6141
79828	4011	8697
80067	1757	6590
79901	22689	4402
1781	9694	4670
8604	2473	4176
8520	5444	2701
254042	875	6311
1745	362	2383
1746	176	2304
104326193	9	950
3655	3993	5810
5163	750	6847
91149	1	4622
11069	113	5270
51776	4758	10071
339751	17	2538
83879	6419	3503
6670	7530	6695
100128905	0	2438
29789	22275	4356
285084	0	3123
100131390	0	1455
9541	2755	1793
79634	1604	4640
151556	647	7651
7456	168	4995
440926	3218	1059
1134	0	2059
1123	204	3310
1386	4436	4852
100126350	11	77
518	14454	3482
80856	3758	11121
344191	0	5099
3239	2	6273
3238	21	2621
3237	0	1463
3236	0	1804
3235	0	1885
3234	2	2629
100506783	4	692
3232	0	4660
406903	0	110
3233	0	2289
401022	0	4660
102800310	0	673
3231	0	2108
102465802	0	59
10651	2090	1717
100302142	0	73
375295	4	1058
102724224	10	656
105373759	56	1580
220988	21123	6190
100616394	0	74
4780	4094	3342
100422824	2	66
100130691	203	5206
102465255	0	77
8540	6429	8449
150737	559	2645
92104	1001	4669
50940	2	9790
105373764	0	765
129831	1068	1829
114880	634	7729
101927027	518	3033
8575	1870	2447
494513	116	2348
51661	129	4669
65977	319	3109
100506866	59	6390
7273	577	117290
101927055	2	1956
285025	0	9847
91404	53	10616
151126	0	6316
100302172	0	73
57703	2914	3508
101669767	0	1675
10477	17056	2395
101927156	0	1765
100616213	0	60
3676	11	6082
375298	51	3290
4760	0	3002
6744	5850	8260
151242	41	3948
5136	6	6601
54431	6614	6853
2487	0	2770
10787	22109	5015
142679	358	5714
129401	1541	2355
100616305	0	70
105373780	0	3392
91752	0	4685
101927196	9	1468
401024	84	21062
101927217	8	605
55854	6076	2257
3685	9411	7386
165215	482	6352
151112	0	2446
10203	58	6282
7035	16361	4384
104355152	0	496
51454	476	7379
693146	0	97
116093	0	1589
1281	4713	5490
100302219	0	70
100616324	0	69
100500837	0	63
1290	115772	7097
100422908	0	76
84128	6735	2732
30061	18	3490
54529	3855	2471
150709	133	6188
64172	977	2803
101409258	9	915
94101	1908	3413
5378	2009	4207
84281	59	6026
2660	0	2877
26275	3810	2072
105373800	0	1517
3628	632	2436
54842	1578	4888
100131211	713	11734
105373801	26	3174
4664	1754	8713
2744	6850	7841
6772	10079	4583
6775	2	5765
4430	1256	5363
64859	611	4016
729254	0	620
8436	4128	3251
23671	18	2863
64002	0	1590
101927406	0	1083
101927431	0	2852
57181	23855	10026
56171	982	14221
9262	1594	6082
57520	254	7758
101927482	2	1503
284992	324	4578
100130452	0	507
9330	8718	4908
401027	24	2256
80055	5586	11462
91526	449	11199
101927547	0	1069
23451	26569	5935
80219	2021	2210
3329	92867	2597
3336	2355	953
100529241	0	4279
25843	2	3947
130132	54	3453
92935	1803	3087
66037	8	3928
5334	27	6841
101927619	0	2811
23314	751	7278
150538	0	3316
101927641	0	2346
348751	204	952
205327	3452	3728
129450	1083	5370
79568	2115	1512
26010	10233	7613
130535	2198	2971
151246	3765	6217
316	0	5177
344454	0	3738
100507140	2	2050
101927795	2	877
9689	19349	3671
100873740	0	108
1195	2024	3794
53938	1407	1519
60491	1918	2685
4999	4549	4112
285172	3700	9780
4709	3114	838
8837	2911	12868
65072	1	1041
843	1133	6666
841	4238	4148
130540	16	2407
66008	5173	7619
55437	3587	2322
151254	4	7411
65062	4345	5763
58538	4	4365
57679	5315	9716
105373840	0	854
65061	0	9197
8324	1833	3851
100652824	0	4388
7341	14642	1527
51602	8991	1965
692110	4	88
100113392	2	112
692058	2	84
659	5521	12087
150864	1658	5773
130026	373	8959
55759	1785	2282
79800	469	8030
65065	5708	11372
57404	2193	11067
10152	9111	7560
65059	2838	11310
940	4	4885
1493	91	1975
